# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  114       4.448615416866e-10       1.388643196687e-13      -4.654200675540e-12       6.541284593704e-16       7.603245888090e-12       1.252112680889e-12      -6.665025644983e-15 
  115       4.497343377490e-10       1.404883429943e-13      -4.742219006078e-12       6.659648989999e-16       7.428541922944e-12       1.229890462011e-12      -6.605220077950e-15 
  116       4.546217515024e-10       1.420623610913e-13      -4.829153473047e-12       6.779250436725e-16       7.258483195478e-12       1.208133857913e-12      -6.543749394497e-15 
  117       4.595230072322e-10       1.435847902029e-13      -4.914926316011e-12       6.900097276984e-16       7.093006151238e-12       1.186835881251e-12      -6.480577200245e-15 
  118       4.644374412883e-10       1.450541326225e-13      -4.999460563191e-12       7.022197842694e-16       6.932125222314e-12       1.166002900511e-12      -6.415778954419e-15 
  119       4.693643088736e-10       1.464689264408e-13      -5.082679174727e-12       7.145560613399e-16       6.775828838052e-12       1.145638414512e-12      -6.349431680393e-15 
  120       4.743027814701e-10       1.478277470777e-13      -5.164505078240e-12       7.270194217245e-16       6.624078627027e-12       1.125742959942e-12      -6.281613936669e-15 
  121       4.792519442651e-10       1.491292088135e-13      -5.244861204416e-12       7.396107431948e-16       6.476808619009e-12       1.106314018896e-12      -6.212405787850e-15 
  122       4.842107935773e-10       1.503719663199e-13      -5.323670522569e-12       7.523309185770e-16       6.333924446938e-12       1.087345926418e-12      -6.141888775617e-15 
  123       4.891782342835e-10       1.515547161921e-13      -5.400856076220e-12       7.651808558494e-16       6.195302548894e-12       1.068829778033e-12      -6.070145889705e-15 
  124       4.941530772440e-10       1.526761984794e-13      -5.476341018668e-12       7.781614782393e-16       6.060789370068e-12       1.050753337286e-12      -5.997261538878e-15 
  125       4.991340367298e-10       1.537351982168e-13      -5.550048648562e-12       7.912737243206e-16       5.930200564730e-12       1.033100943284e-12      -5.923321521905e-15 
  126       5.041197278480e-10       1.547305469566e-13      -5.621902445475e-12       8.045185481111e-16       5.803320198205e-12       1.015853418229e-12      -5.848412998537e-15 
  127       5.091086639684e-10       1.556611242994e-13      -5.691826105475e-12       8.178969191697e-16       5.679899948838e-12       9.989879749589e-13      -5.772624460480e-15 
  128       5.140992541499e-10       1.565258594258e-13      -5.759743576699e-12       8.314098226936e-16       5.559658309972e-12       9.824781244819e-13      -5.696045702373e-15 
  129       5.190899523142e-10       1.573237746888e-13      -5.825579808787e-12       8.450582410556e-16       5.442341255368e-12       9.663001711213e-13      -5.618775263369e-15 
  130       5.240797287367e-10       1.580541185482e-13      -5.889263018575e-12       8.588430959169e-16       5.327913454930e-12       9.504536999279e-13      -5.540943736510e-15 
  131       5.290676456560e-10       1.587162501809e-13      -5.950722741333e-12       8.727652999180e-16       5.216386625119e-12       9.349431724884e-13      -5.462692973469e-15 
  132       5.340527086887e-10       1.593096005416e-13      -6.009889179464e-12       8.868257746350e-16       5.107759591131e-12       9.197714959082e-13      -5.384168867357e-15 
  133       5.390338653420e-10       1.598336741944e-13      -6.066693243186e-12       9.010254505441e-16       5.002017928680e-12       9.049399774873e-13      -5.305521377151e-15 
  134       5.440100035254e-10       1.602880511458e-13      -6.121066591213e-12       9.153652669859e-16       4.899133605776e-12       8.904482793971e-13      -5.226904552130e-15 
  135       5.489799500630e-10       1.606723886765e-13      -6.172941671435e-12       9.298461721303e-16       4.799064624507e-12       8.762943733565e-13      -5.148476556304e-15 
  136       5.539424692053e-10       1.609864231740e-13      -6.222251761598e-12       9.444691229404e-16       4.701754662819e-12       8.624744953079e-13      -5.070399692852e-15 
  137       5.588962611418e-10       1.612299719649e-13      -6.268931009989e-12       9.592350851377e-16       4.607132716300e-12       8.489831000941e-13      -4.992840428550e-15 
  138       5.638399605126e-10       1.614029351472e-13      -6.312914476111e-12       9.741450331660e-16       4.515112739958e-12       8.358128161337e-13      -4.915969418205e-15 
  139       5.687721349205e-10       1.615052974224e-13      -6.354138171368e-12       9.891999501562e-16       4.425593290004e-12       8.229544000981e-13      -4.839961529088e-15 
  140       5.736912834435e-10       1.615371299283e-13      -6.392539099745e-12       1.004400827891e-15       4.338457165628e-12       8.103966915876e-13      -4.764995865369e-15 
  141       5.785958351464e-10       1.614985920711e-13      -6.428055298489e-12       1.019748666768e-15       4.253571050789e-12       7.981265678075e-13      -4.691255792545e-15 
